iter	Logloss
0	0.609814278
1	0.5425768109
2	0.4835291533
3	0.4341333187
4	0.3945204405
5	0.3568226826
6	0.3290533925
7	0.306055636
8	0.2866770473
9	0.2640588196
10	0.2398629953
11	0.2289470452
12	0.2180768349
13	0.2066490817
14	0.198375641
15	0.1867595756
16	0.1778433078
17	0.1721617032
18	0.1658120072
19	0.1613688003
20	0.1571178437
21	0.1524909001
22	0.1495987589
23	0.1467039181
24	0.1439038152
25	0.1411805754
26	0.1394819004
27	0.1364344246
28	0.1349921122
29	0.1329755341
30	0.1315278795
31	0.128226966
32	0.1267567898
33	0.1258247234
34	0.1239236815
35	0.1206485076
36	0.119487756
37	0.1172496696
38	0.1163789254
39	0.1156653665
40	0.1134427946
41	0.111991767
42	0.1111729704
43	0.1101912686
44	0.1091250017
45	0.1084539763
46	0.1078223154
47	0.107054272
48	0.1064017953
49	0.1055711864
50	0.1045207619
51	0.1039772763
52	0.1032026421
53	0.1024538579
54	0.1019195647
55	0.1013369368
56	0.1007413171
57	0.09991405879
58	0.09941835381
59	0.09780658376
60	0.09740332571
61	0.09657950785
62	0.09610762539
63	0.09547353409
64	0.09504335507
65	0.09433025469
66	0.09400240551
67	0.09338662723
68	0.09285663948
69	0.09245363632
70	0.09185447256
71	0.09146789235
72	0.09103417105
73	0.0905248038
74	0.08993310894
75	0.08928200482
76	0.0888627459
77	0.08849138903
78	0.08792235171
79	0.08759966702
80	0.08719761952
81	0.0862086536
82	0.08587325592
83	0.08540657202
84	0.08498026838
85	0.08464842839
86	0.08416285155
87	0.08378696725
88	0.08341871604
89	0.08314497723
90	0.08277946599
91	0.08254683557
92	0.08219142394
93	0.08183218259
94	0.08145338179
95	0.08111977196
96	0.08092260353
97	0.08050818806
98	0.08014634092
99	0.07980289589
100	0.07929852659
101	0.07894121724
102	0.07836496991
103	0.07804609037
104	0.07764887628
105	0.07734971836
106	0.0770533907
107	0.07666685312
108	0.07639703615
109	0.07588911951
110	0.07551567194
111	0.07517940725
112	0.07487317546
113	0.07467030479
114	0.07420707316
115	0.07395630184
116	0.07365169668
117	0.07331478726
118	0.07302970799
119	0.07281018852
120	0.07250495952
121	0.07221176139
122	0.07202011934
123	0.07170186469
124	0.07137198845
125	0.07113761429
126	0.07079744706
127	0.07059660934
128	0.07025904267
129	0.06992519087
130	0.06959473737
131	0.06933995862
132	0.06904193035
133	0.06871705255
134	0.06846317602
135	0.0682155972
136	0.06796851084
137	0.06759462093
138	0.06729019814
139	0.06697461299
140	0.06662198302
141	0.06644068097
142	0.06617972434
143	0.06594802325
144	0.065701072
145	0.0655250759
146	0.06530231984
147	0.0650238087
148	0.06467829274
149	0.0645220357
150	0.06427428926
151	0.06405472847
152	0.06387772383
153	0.06359500209
154	0.06334938792
155	0.06303779742
156	0.06272978797
157	0.06255294086
158	0.06227753478
159	0.0619504414
160	0.06168061435
161	0.06146389552
162	0.06120725932
163	0.06099688318
164	0.06070782375
165	0.06050374119
166	0.06022159577
167	0.06002736594
168	0.05979830795
169	0.05957815518
170	0.05933163083
171	0.05907708844
172	0.05888861028
173	0.0587015976
174	0.05845847337
175	0.05824752726
176	0.05808986412
177	0.05786290632
178	0.05764779097
179	0.05747912736
180	0.05723060212
181	0.05700199426
182	0.05678631867
183	0.05657886944
184	0.0563153286
185	0.05603142708
186	0.05582002483
187	0.05567892032
188	0.0555351599
189	0.05538880809
190	0.05512199635
191	0.05498604059
192	0.05475184379
193	0.05453300262
194	0.05430580103
195	0.0540690753
196	0.05384401369
197	0.0536797118
198	0.05358124893
199	0.0533980766
200	0.05316687404
201	0.05299758739
202	0.05279603688
203	0.05259123385
204	0.05243337415
205	0.0521963262
206	0.05201553629
207	0.0518067667
208	0.05163242118
209	0.05143913672
210	0.05130856327
211	0.05109820578
212	0.05089543141
213	0.05076455512
214	0.05058230795
215	0.05041375006
216	0.05020045642
217	0.05002823305
218	0.04983192761
219	0.04967675842
220	0.04949791488
221	0.04937691345
222	0.04919273211
223	0.04908633629
224	0.04898091842
225	0.04886121193
226	0.04868311251
227	0.04846649721
228	0.04838049172
229	0.04823941434
230	0.04804499318
231	0.04794605465
232	0.04774966996
233	0.04757625787
234	0.0474009499
235	0.04720948836
236	0.046973179
237	0.04671791648
238	0.04651054929
239	0.04638244389
240	0.04624523441
241	0.04617066181
242	0.04596160766
243	0.04579997786
244	0.04563982302
245	0.04541546222
246	0.04527607466
247	0.0451435883
248	0.04501299555
249	0.04485328661
250	0.04471416466
251	0.04460960225
252	0.04445512255
253	0.04437227611
254	0.04418778708
255	0.04406775014
256	0.04395274699
257	0.04381914126
258	0.04373294165
259	0.04356018731
